0.456188,0.223237,0.86444
0.456188,0.223237,0.86444
0.456905,0.222148,0.864407
0.493331,0.156428,0.863025
0.536517,-0.00207651,0.863368
0.494069,-0.266164,0.872508
0.240903,-0.527226,0.897908
-0.17199,-0.549661,0.936955
-0.431872,-0.345487,0.968833
-0.511392,-0.125479,0.988605
-0.508161,0.00603407,0.997925
-0.498504,0.0514873,1.00083
-0.498504,0.0514873,1.00083
-0.498504,0.0514873,1.00083
-0.498504,0.0514873,1.00083
-0.498504,0.0514873,1.00083
-0.50156,0.00874853,1.00266
-0.5,-5.07402e-06,0.999992
-0.500001,2.50056e-07,0.999993
-0.500001,2.50177e-07,0.999993
-0.500001,2.50327e-07,0.999993
-0.500001,2.5048e-07,0.999993
-0.500001,2.50633e-07,0.999993
-0.500001,2.50785e-07,0.999993
-0.500001,2.50915e-07,0.999993
-0.500001,2.50998e-07,0.999993
-0.49942,-0.0184935,0.999993
-0.495046,-0.0690611,0.999993
-0.484449,-0.123722,0.999993
-0.467457,-0.176928,0.999993
-0.446015,-0.22545,0.999993
-0.419385,-0.272005,0.999993
-0.386372,-0.317313,0.999993
-0.348785,-0.357975,0.999993
-0.309067,-0.392739,0.999993
-0.264873,-0.423965,0.999993
-0.215487,-0.4511,0.999993
-0.164786,-0.471829,0.999993
-0.114215,-0.486557,0.999993
-0.060443,-0.496284,0.999993
-0.00415095,-0.49987,0.999993
0.0499918,-0.497256,0.999993
0.102134,-0.489257,0.999993
0.155453,-0.475211,0.999993
0.207804,-0.454615,0.999993
0.25556,-0.429471,0.999993
0.299426,-0.400217,0.999993
0.342098,-0.36465,0.999993
0.380735,-0.323842,0.999993
0.413122,-0.281221,0.999993
0.44072,-0.235841,0.999993
0.464348,-0.185375,0.999993
0.48194,-0.132443,0.999993
0.49315,-0.0810246,0.999993
0.49914,-0.0274093,0.999993
0.499107,0.0288642,0.999993
0.492725,0.0837155,0.999993
0.481231,0.134884,0.999993
0.463844,0.186502,0.999993
0.439845,0.23756,0.999993
0.41118,0.284077,0.999993
0.379166,0.325622,0.999993
0.341235,0.36543,0.999993
0.297435,0.401762,0.999993
0.252915,0.431035,0.999993
0.20597,0.455409,0.999993
0.154349,0.47558,0.999993
0.100079,0.489717,0.999993
0.0473154,0.49751,0.999993
-0.00594023,0.499814,0.999993
-0.0616323,0.496179,0.999993
-0.116415,0.486065,0.999993
-0.167161,0.470974,0.999993
-0.21686,0.450392,0.999993
-0.266061,0.423282,0.999993
-0.310988,0.391249,0.999993
-0.350462,0.356297,0.999993
-0.38715,0.31628,0.999993
-0.420402,0.270516,0.999993
-0.447181,0.22316,0.999993
-0.468207,0.174846,0.999993
-0.484293,0.124344,0.999993
-0.494834,0.0703939,0.999993
-0.499014,0.0313949,0.999993
-0.499014,0.0313945,0.999993
